	sample_acc	n_reads	n_classified_reads	source	source_class	n_bacterial_reads	species	n_origin_reads	sample_loc	project
244	SRS014235	47609453	4206663	feces	Human feces	4060834	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
245	SRS014235	47609453	4206663	feces	Human feces	4060834	Proteus terrae	0	Unknown	Human Microbiome Project
246	SRS014235	47609453	4206663	feces	Human feces	4060834	Providencia rettgeri	0	Unknown	Human Microbiome Project
247	SRS014235	47609453	4206663	feces	Human feces	4060834	Providencia stuartii	0	Unknown	Human Microbiome Project
248	SRS014235	47609453	4206663	feces	Human feces	4060834	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
249	SRS014235	47609453	4206663	feces	Human feces	4060834	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
250	SRS014235	47609453	4206663	feces	Human feces	4060834	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
251	SRS014235	47609453	4206663	feces	Human feces	4060834	Aeromonas media	0	Unknown	Human Microbiome Project
252	SRS014287	38829160	2513230	feces	Human feces	2249927	Morganella morganii	0	Unknown	Human Microbiome Project
253	SRS014287	38829160	2513230	feces	Human feces	2249927	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
254	SRS014287	38829160	2513230	feces	Human feces	2249927	Proteus terrae	0	Unknown	Human Microbiome Project
255	SRS014287	38829160	2513230	feces	Human feces	2249927	Providencia rettgeri	0	Unknown	Human Microbiome Project
256	SRS014287	38829160	2513230	feces	Human feces	2249927	Providencia stuartii	0	Unknown	Human Microbiome Project
257	SRS014287	38829160	2513230	feces	Human feces	2249927	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
258	SRS014287	38829160	2513230	feces	Human feces	2249927	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
259	SRS014287	38829160	2513230	feces	Human feces	2249927	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
260	SRS014287	38829160	2513230	feces	Human feces	2249927	Aeromonas media	0	Unknown	Human Microbiome Project
261	SRS014313	53233758	6871187	feces	Human feces	6619140	Morganella morganii	0	Unknown	Human Microbiome Project
262	SRS014313	53233758	6871187	feces	Human feces	6619140	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
263	SRS014313	53233758	6871187	feces	Human feces	6619140	Proteus terrae	0	Unknown	Human Microbiome Project
264	SRS014313	53233758	6871187	feces	Human feces	6619140	Providencia rettgeri	0	Unknown	Human Microbiome Project
265	SRS014313	53233758	6871187	feces	Human feces	6619140	Providencia stuartii	0	Unknown	Human Microbiome Project
266	SRS014313	53233758	6871187	feces	Human feces	6619140	Kluyvera cryocrescens	1	Unknown	Human Microbiome Project
267	SRS014313	53233758	6871187	feces	Human feces	6619140	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
268	SRS014313	53233758	6871187	feces	Human feces	6619140	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
269	SRS014313	53233758	6871187	feces	Human feces	6619140	Aeromonas media	0	Unknown	Human Microbiome Project
270	SRS014344	29657027	3847251	feces	Human feces	3695108	Morganella morganii	0	Unknown	Human Microbiome Project
271	SRS014344	29657027	3847251	feces	Human feces	3695108	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
272	SRS014344	29657027	3847251	feces	Human feces	3695108	Proteus terrae	0	Unknown	Human Microbiome Project
273	SRS014344	29657027	3847251	feces	Human feces	3695108	Providencia rettgeri	0	Unknown	Human Microbiome Project
274	SRS014344	29657027	3847251	feces	Human feces	3695108	Providencia stuartii	0	Unknown	Human Microbiome Project
275	SRS014344	29657027	3847251	feces	Human feces	3695108	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
276	SRS014344	29657027	3847251	feces	Human feces	3695108	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
277	SRS014344	29657027	3847251	feces	Human feces	3695108	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
278	SRS014344	29657027	3847251	feces	Human feces	3695108	Aeromonas media	0	Unknown	Human Microbiome Project
279	SRS014391	17225634	941391	feces	Human feces	921426	Morganella morganii	1	Unknown	Human Microbiome Project
280	SRS014391	17225634	941391	feces	Human feces	921426	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
281	SRS014391	17225634	941391	feces	Human feces	921426	Proteus terrae	0	Unknown	Human Microbiome Project
282	SRS014391	17225634	941391	feces	Human feces	921426	Providencia rettgeri	0	Unknown	Human Microbiome Project
283	SRS014391	17225634	941391	feces	Human feces	921426	Providencia stuartii	0	Unknown	Human Microbiome Project
284	SRS014391	17225634	941391	feces	Human feces	921426	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
285	SRS014391	17225634	941391	feces	Human feces	921426	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
286	SRS014391	17225634	941391	feces	Human feces	921426	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
287	SRS014391	17225634	941391	feces	Human feces	921426	Aeromonas media	0	Unknown	Human Microbiome Project
288	SRS014412	22100727	2689050	feces	Human feces	2547571	Morganella morganii	1	Unknown	Human Microbiome Project
289	SRS014412	22100727	2689050	feces	Human feces	2547571	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
290	SRS014412	22100727	2689050	feces	Human feces	2547571	Proteus terrae	0	Unknown	Human Microbiome Project
291	SRS014412	22100727	2689050	feces	Human feces	2547571	Providencia rettgeri	0	Unknown	Human Microbiome Project
292	SRS014412	22100727	2689050	feces	Human feces	2547571	Providencia stuartii	0	Unknown	Human Microbiome Project
293	SRS014412	22100727	2689050	feces	Human feces	2547571	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
294	SRS014412	22100727	2689050	feces	Human feces	2547571	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
295	SRS014412	22100727	2689050	feces	Human feces	2547571	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
296	SRS014412	22100727	2689050	feces	Human feces	2547571	Aeromonas media	0	Unknown	Human Microbiome Project
297	SRS014459	40946097	4437788	feces	Human feces	4294348	Morganella morganii	0	Unknown	Human Microbiome Project
298	SRS014459	40946097	4437788	feces	Human feces	4294348	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
299	SRS014459	40946097	4437788	feces	Human feces	4294348	Proteus terrae	0	Unknown	Human Microbiome Project
300	SRS014459	40946097	4437788	feces	Human feces	4294348	Providencia rettgeri	0	Unknown	Human Microbiome Project
301	SRS014459	40946097	4437788	feces	Human feces	4294348	Providencia stuartii	0	Unknown	Human Microbiome Project
302	SRS014459	40946097	4437788	feces	Human feces	4294348	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
303	SRS014459	40946097	4437788	feces	Human feces	4294348	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
304	SRS014459	40946097	4437788	feces	Human feces	4294348	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
305	SRS014459	40946097	4437788	feces	Human feces	4294348	Aeromonas media	0	Unknown	Human Microbiome Project
306	SRS014534	10035413	850053	feces	Human feces	826740	Morganella morganii	1	Unknown	Human Microbiome Project
307	SRS014534	10035413	850053	feces	Human feces	826740	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
308	SRS014534	10035413	850053	feces	Human feces	826740	Proteus terrae	0	Unknown	Human Microbiome Project
309	SRS014534	10035413	850053	feces	Human feces	826740	Providencia rettgeri	0	Unknown	Human Microbiome Project
310	SRS014534	10035413	850053	feces	Human feces	826740	Providencia stuartii	0	Unknown	Human Microbiome Project
311	SRS014534	10035413	850053	feces	Human feces	826740	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
312	SRS014534	10035413	850053	feces	Human feces	826740	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
313	SRS014534	10035413	850053	feces	Human feces	826740	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
314	SRS014534	10035413	850053	feces	Human feces	826740	Aeromonas media	0	Unknown	Human Microbiome Project
315	SRS014613	52872663	8721483	feces	Human feces	8605294	Morganella morganii	0	Unknown	Human Microbiome Project
316	SRS014613	52872663	8721483	feces	Human feces	8605294	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
317	SRS014613	52872663	8721483	feces	Human feces	8605294	Proteus terrae	0	Unknown	Human Microbiome Project
318	SRS014613	52872663	8721483	feces	Human feces	8605294	Providencia rettgeri	0	Unknown	Human Microbiome Project
319	SRS014613	52872663	8721483	feces	Human feces	8605294	Providencia stuartii	0	Unknown	Human Microbiome Project
320	SRS014613	52872663	8721483	feces	Human feces	8605294	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
321	SRS014613	52872663	8721483	feces	Human feces	8605294	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
322	SRS014613	52872663	8721483	feces	Human feces	8605294	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
323	SRS014613	52872663	8721483	feces	Human feces	8605294	Aeromonas media	0	Unknown	Human Microbiome Project
324	SRS014683	42462768	6388609	feces	Human feces	6018830	Morganella morganii	4	Unknown	Human Microbiome Project
325	SRS014683	42462768	6388609	feces	Human feces	6018830	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
326	SRS014683	42462768	6388609	feces	Human feces	6018830	Proteus terrae	0	Unknown	Human Microbiome Project
327	SRS014683	42462768	6388609	feces	Human feces	6018830	Providencia rettgeri	0	Unknown	Human Microbiome Project
328	SRS014683	42462768	6388609	feces	Human feces	6018830	Providencia stuartii	0	Unknown	Human Microbiome Project
329	SRS014683	42462768	6388609	feces	Human feces	6018830	Kluyvera cryocrescens	1	Unknown	Human Microbiome Project
330	SRS014683	42462768	6388609	feces	Human feces	6018830	Atlantibacter hermannii	3	Unknown	Human Microbiome Project
331	SRS014683	42462768	6388609	feces	Human feces	6018830	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
332	SRS014683	42462768	6388609	feces	Human feces	6018830	Aeromonas media	1	Unknown	Human Microbiome Project
333	SRS014736	27819045	4351928	feces	Human feces	4264019	Morganella morganii	0	Unknown	Human Microbiome Project
334	SRS014736	27819045	4351928	feces	Human feces	4264019	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
335	SRS014736	27819045	4351928	feces	Human feces	4264019	Proteus terrae	2	Unknown	Human Microbiome Project
336	SRS014736	27819045	4351928	feces	Human feces	4264019	Providencia rettgeri	2	Unknown	Human Microbiome Project
337	SRS014736	27819045	4351928	feces	Human feces	4264019	Providencia stuartii	0	Unknown	Human Microbiome Project
338	SRS014736	27819045	4351928	feces	Human feces	4264019	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
339	SRS014736	27819045	4351928	feces	Human feces	4264019	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
340	SRS014736	27819045	4351928	feces	Human feces	4264019	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
341	SRS014736	27819045	4351928	feces	Human feces	4264019	Aeromonas media	0	Unknown	Human Microbiome Project
342	SRS014855	30123761	2761253	feces	Human feces	2582389	Morganella morganii	0	Unknown	Human Microbiome Project
343	SRS014855	30123761	2761253	feces	Human feces	2582389	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
344	SRS014855	30123761	2761253	feces	Human feces	2582389	Proteus terrae	0	Unknown	Human Microbiome Project
345	SRS014855	30123761	2761253	feces	Human feces	2582389	Providencia rettgeri	0	Unknown	Human Microbiome Project
346	SRS014855	30123761	2761253	feces	Human feces	2582389	Providencia stuartii	0	Unknown	Human Microbiome Project
347	SRS014855	30123761	2761253	feces	Human feces	2582389	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
348	SRS014855	30123761	2761253	feces	Human feces	2582389	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
349	SRS014855	30123761	2761253	feces	Human feces	2582389	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
350	SRS014855	30123761	2761253	feces	Human feces	2582389	Aeromonas media	0	Unknown	Human Microbiome Project
351	SRS014923	50229494	3308976	feces	Human feces	3164207	Morganella morganii	0	Unknown	Human Microbiome Project
352	SRS014923	50229494	3308976	feces	Human feces	3164207	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
353	SRS014923	50229494	3308976	feces	Human feces	3164207	Proteus terrae	0	Unknown	Human Microbiome Project
354	SRS014923	50229494	3308976	feces	Human feces	3164207	Providencia rettgeri	0	Unknown	Human Microbiome Project
355	SRS014923	50229494	3308976	feces	Human feces	3164207	Providencia stuartii	0	Unknown	Human Microbiome Project
356	SRS014923	50229494	3308976	feces	Human feces	3164207	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
357	SRS014923	50229494	3308976	feces	Human feces	3164207	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
358	SRS014923	50229494	3308976	feces	Human feces	3164207	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
359	SRS014923	50229494	3308976	feces	Human feces	3164207	Aeromonas media	0	Unknown	Human Microbiome Project
360	SRS014948	20646931	1668444	feces	Human feces	1569113	Morganella morganii	0	Unknown	Human Microbiome Project
361	SRS014948	20646931	1668444	feces	Human feces	1569113	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
362	SRS014948	20646931	1668444	feces	Human feces	1569113	Proteus terrae	0	Unknown	Human Microbiome Project
363	SRS014948	20646931	1668444	feces	Human feces	1569113	Providencia rettgeri	0	Unknown	Human Microbiome Project
364	SRS014948	20646931	1668444	feces	Human feces	1569113	Providencia stuartii	0	Unknown	Human Microbiome Project
365	SRS014948	20646931	1668444	feces	Human feces	1569113	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
366	SRS014948	20646931	1668444	feces	Human feces	1569113	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
367	SRS014948	20646931	1668444	feces	Human feces	1569113	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
368	SRS014948	20646931	1668444	feces	Human feces	1569113	Aeromonas media	0	Unknown	Human Microbiome Project
369	SRS014979	49001269	2916651	feces	Human feces	2684030	Morganella morganii	0	Unknown	Human Microbiome Project
370	SRS014979	49001269	2916651	feces	Human feces	2684030	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
371	SRS014979	49001269	2916651	feces	Human feces	2684030	Proteus terrae	0	Unknown	Human Microbiome Project
372	SRS014979	49001269	2916651	feces	Human feces	2684030	Providencia rettgeri	8	Unknown	Human Microbiome Project
373	SRS014979	49001269	2916651	feces	Human feces	2684030	Providencia stuartii	0	Unknown	Human Microbiome Project
374	SRS014979	49001269	2916651	feces	Human feces	2684030	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
375	SRS014979	49001269	2916651	feces	Human feces	2684030	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
376	SRS014979	49001269	2916651	feces	Human feces	2684030	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
377	SRS014979	49001269	2916651	feces	Human feces	2684030	Aeromonas media	0	Unknown	Human Microbiome Project
378	SRS014998	21751638	1069141	feces	Human feces	993033	Morganella morganii	1	Unknown	Human Microbiome Project
379	SRS014998	21751638	1069141	feces	Human feces	993033	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
380	SRS014998	21751638	1069141	feces	Human feces	993033	Proteus terrae	0	Unknown	Human Microbiome Project
381	SRS014998	21751638	1069141	feces	Human feces	993033	Providencia rettgeri	2	Unknown	Human Microbiome Project
382	SRS014998	21751638	1069141	feces	Human feces	993033	Providencia stuartii	0	Unknown	Human Microbiome Project
383	SRS014998	21751638	1069141	feces	Human feces	993033	Kluyvera cryocrescens	1	Unknown	Human Microbiome Project
384	SRS014998	21751638	1069141	feces	Human feces	993033	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
385	SRS014998	21751638	1069141	feces	Human feces	993033	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
386	SRS014998	21751638	1069141	feces	Human feces	993033	Aeromonas media	0	Unknown	Human Microbiome Project
387	SRS015065	45231041	4687486	feces	Human feces	4457666	Morganella morganii	0	Unknown	Human Microbiome Project
388	SRS015065	45231041	4687486	feces	Human feces	4457666	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
389	SRS015065	45231041	4687486	feces	Human feces	4457666	Proteus terrae	0	Unknown	Human Microbiome Project
390	SRS015065	45231041	4687486	feces	Human feces	4457666	Providencia rettgeri	0	Unknown	Human Microbiome Project
391	SRS015065	45231041	4687486	feces	Human feces	4457666	Providencia stuartii	0	Unknown	Human Microbiome Project
392	SRS015065	45231041	4687486	feces	Human feces	4457666	Kluyvera cryocrescens	1	Unknown	Human Microbiome Project
393	SRS015065	45231041	4687486	feces	Human feces	4457666	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
394	SRS015065	45231041	4687486	feces	Human feces	4457666	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
